ID,Agency,Agency Type,Distribution Channel,Product Name,Duration,Destination,Net Sales,Commision (in value),Age,Claim
3145,EPX,Travel Agency,Online,Cancellation Plan,9,MALAYSIA,31,0,36,0
2602,C2B,Airlines,Online,Silver Plan,7,SINGAPORE,25,6.25,52,0
3860,EPX,Travel Agency,Online,2 way Comprehensive Plan,85,CAMBODIA,37,0,35,0
3566,EPX,Travel Agency,Online,2 way Comprehensive Plan,30,NETHERLANDS,82.59627533,0,36,1
3258,C2B,Airlines,Online,Annual Gold Plan,371,SINGAPORE,333,83.25,41,1
9687,SSI,Airlines,Online,Ticket Protector,37,SINGAPORE,7.22102746,2.027991259,48,1
3165,SSI,Airlines,Online,Ticket Protector,4844,SINGAPORE,0.32,0.09,48,0
8466,EPX,Travel Agency,Online,Cancellation Plan,10,UNITED KINGDOM,60,0,36,0
9060,TST,Travel Agency,Offline,Travel Cruise Protect,5,THAILAND,30,10.5,69,0
9749,JZI,Airlines,Online,Basic Plan,52,INDONESIA,24.60171996,8.610601986,38,1
2855,EPX,Travel Agency,Online,2 way Comprehensive Plan,19,INDIA,28,0,36,0
5850,EPX,Travel Agency,Online,Cancellation Plan,38,JAPAN,26,0,36,0
3344,C2B,Airlines,Online,Bronze Plan,5,SINGAPORE,18,4.5,29,0
4989,EPX,Travel Agency,Online,Cancellation Plan,191,PERU,-22,0,46,0
6391,C2B,Airlines,Online,Bronze Plan,9,SINGAPORE,20,5,28,0
3218,C2B,Airlines,Online,Silver Plan,4,SINGAPORE,24.05,6.01,30,0
5932,EPX,Travel Agency,Online,1 way Comprehensive Plan,13,SINGAPORE,23,0,30,0
5261,LWC,Travel Agency,Online,Annual Travel Protect Platinum,379,UNITED STATES,321.8159457,209.1803647,46,1
6877,EPX,Travel Agency,Online,2 way Comprehensive Plan,12,"TAIWAN, PROVINCE OF CHINA",33,0,36,0
2071,EPX,Travel Agency,Online,Cancellation Plan,47,INDIA,10,0,36,0
2866,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,168,FRANCE,19.8,11.88,52,0
3610,EPX,Travel Agency,Online,Cancellation Plan,28,BRUNEI DARUSSALAM,24,0,36,0
7652,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,13,THAILAND,32.78707308,19.67224385,28,1
8459,C2B,Airlines,Online,Silver Plan,18,SINGAPORE,67.8,16.95,36,0
8690,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,39,AUSTRALIA,67.80249623,40.68149774,38,1
7299,EPX,Travel Agency,Online,Cancellation Plan,92,CHINA,29,0,36,0
5955,C2B,Airlines,Online,Bronze Plan,25,SINGAPORE,70.62502896,17.65900718,59,1
3470,EPX,Travel Agency,Online,Cancellation Plan,71,SINGAPORE,10,0,36,0
8572,EPX,Travel Agency,Online,Cancellation Plan,5,INDONESIA,10,0,44,0
8384,JZI,Airlines,Online,Basic Plan,5,"TAIWAN, PROVINCE OF CHINA",26,9.1,45,0
9648,EPX,Travel Agency,Online,Cancellation Plan,3,AUSTRALIA,51,0,36,0
4332,C2B,Airlines,Online,Bronze Plan,28,SINGAPORE,17.55,4.39,33,0
5519,JWT,Airlines,Online,Value Plan,13,INDIA,62,24.8,118,0
9148,EPX,Travel Agency,Online,2 way Comprehensive Plan,13,CHINA,28,0,36,0
3523,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,4,THAILAND,19.8,11.88,36,0
4634,EPX,Travel Agency,Online,2 way Comprehensive Plan,197,THAILAND,28,0,36,0
7190,JZI,Airlines,Online,Basic Plan,8,CHINA,0,7.7,35,0
4955,LWC,Travel Agency,Online,Single Trip Travel Protect Silver,33,AUSTRIA,85,55.25,36,0
9534,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,34,AUSTRALIA,0,47.52,25,0
8721,EPX,Travel Agency,Online,Cancellation Plan,23,SINGAPORE,10,0,36,0
6644,EPX,Travel Agency,Online,Cancellation Plan,15,INDIA,10,0,36,0
9441,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,77,AUSTRALIA,69.3,41.58,48,0
9768,EPX,Travel Agency,Online,Cancellation Plan,23,PHILIPPINES,13,0,36,0
4614,JZI,Airlines,Online,Value Plan,44,FRANCE,109,38.15,58,0
4413,EPX,Travel Agency,Online,Cancellation Plan,19,CHINA,41,0,35,0
4743,EPX,Travel Agency,Online,2 way Comprehensive Plan,9,JAPAN,34,0,36,0
2215,EPX,Travel Agency,Online,1 way Comprehensive Plan,10,ROMANIA,92,0,36,0
5215,JZI,Airlines,Online,Basic Plan,8,CHINA,35,12.25,40,0
6381,EPX,Travel Agency,Online,2 way Comprehensive Plan,9,VIET NAM,28,0,36,0
5802,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,70,CROATIA,69.3,41.58,28,0
5705,C2B,Airlines,Online,Silver Plan,57,SINGAPORE,72,18,26,1
4864,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,225,GERMANY,-99,59.4,31,0
7601,JZI,Airlines,Online,Basic Plan,202,CHINA,44,15.4,53,0
9495,EPX,Travel Agency,Online,2 way Comprehensive Plan,75,PHILIPPINES,65.63334915,0,36,1
4073,C2B,Airlines,Online,Bronze Plan,6,SINGAPORE,23.4,5.85,26,0
8560,EPX,Travel Agency,Online,Cancellation Plan,4,HONG KONG,28,0,36,0
5516,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,155,PORTUGAL,0,11.88,55,0
9747,C2B,Airlines,Online,Bronze Plan,13,SINGAPORE,26.5,6.63,28,0
5991,C2B,Airlines,Online,Bronze Plan,8,SINGAPORE,27,6.75,31,0
8232,EPX,Travel Agency,Online,2 way Comprehensive Plan,243,CANADA,112,0,28,0
7212,C2B,Airlines,Online,Silver Plan,3,SINGAPORE,18.5,4.63,2,0
2342,SSI,Airlines,Online,Ticket Protector,61,SINGAPORE,1.61,0.45,48,0
6805,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,44,ITALY,128.7,77.22,33,0
6454,SSI,Airlines,Online,Ticket Protector,39,SINGAPORE,0.45,0.13,48,0
9837,EPX,Travel Agency,Online,2 way Comprehensive Plan,16,THAILAND,20,0,50,0
7742,C2B,Airlines,Online,Annual Silver Plan,365,SINGAPORE,187.85,46.96,31,0
8460,TST,Travel Agency,Offline,Travel Cruise Protect,4,MALAYSIA,29.02580717,9.594000666,25,1
6500,C2B,Airlines,Online,Bronze Plan,8,SINGAPORE,27,6.75,25,0
8523,EPX,Travel Agency,Online,Cancellation Plan,5,SINGAPORE,10,0,36,0
2475,EPX,Travel Agency,Online,2 way Comprehensive Plan,165,INDONESIA,23,0,56,0
7339,EPX,Travel Agency,Online,Cancellation Plan,19,INDONESIA,27,0,36,0
5052,EPX,Travel Agency,Online,Cancellation Plan,107,CHINA,15,0,36,0
9549,C2B,Airlines,Online,Silver Plan,16,SINGAPORE,72,18,40,0
3922,EPX,Travel Agency,Online,Cancellation Plan,28,VIET NAM,10,0,36,0
6200,EPX,Travel Agency,Online,Cancellation Plan,72,CHINA,25,0,36,0
6115,EPX,Travel Agency,Online,2 way Comprehensive Plan,24,INDONESIA,20,0,36,0
5415,EPX,Travel Agency,Online,1 way Comprehensive Plan,20,"KOREA, REPUBLIC OF",56,0,36,0
4517,C2B,Airlines,Online,Bronze Plan,18,SINGAPORE,61.81002671,15.45250668,28,1
8216,EPX,Travel Agency,Online,Cancellation Plan,63,THAILAND,12,0,36,0
9361,EPX,Travel Agency,Online,2 way Comprehensive Plan,8,CHINA,72,0,36,0
3419,EPX,Travel Agency,Online,Cancellation Plan,59,JAPAN,50,0,36,0
5674,EPX,Travel Agency,Online,Cancellation Plan,128,HONG KONG,16,0,36,0
8434,EPX,Travel Agency,Online,2 way Comprehensive Plan,83,MALAYSIA,20,0,36,0
9970,EPX,Travel Agency,Online,Cancellation Plan,3,THAILAND,11,0,38,0
9221,EPX,Travel Agency,Online,Cancellation Plan,22,JAPAN,80,0,36,0
4169,C2B,Airlines,Online,Annual Silver Plan,367,SINGAPORE,187.85,46.96,35,1
5645,EPX,Travel Agency,Online,Cancellation Plan,81,SINGAPORE,10,0,51,0
2414,C2B,Airlines,Online,Bronze Plan,4,SINGAPORE,16,4,42,0
6115,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,43,MALAYSIA,19.8,11.88,45,0
4370,C2B,Airlines,Online,Bronze Plan,19,SINGAPORE,28.07081675,7.018527893,35,1
7216,TTW,Travel Agency,Offline,Individual Comprehensive Plan,364,SINGAPORE,97,0,42,0
3616,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,5,UNITED KINGDOM,55.79506143,33.47703686,42,1
7728,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,121,NETHERLANDS,0,5.94,31,0
2417,EPX,Travel Agency,Online,Cancellation Plan,2,THAILAND,10,0,36,0
6353,EPX,Travel Agency,Online,Cancellation Plan,29,THAILAND,16,0,28,0
8328,EPX,Travel Agency,Online,Cancellation Plan,7,INDIA,10,0,36,0
6597,EPX,Travel Agency,Online,1 way Comprehensive Plan,8,BAHRAIN,0,0,36,0
3975,EPX,Travel Agency,Online,Cancellation Plan,5,AUSTRALIA,12,0,36,0
3624,JZI,Airlines,Online,Basic Plan,7,INDONESIA,22,7.7,40,0
3521,C2B,Airlines,Online,Silver Plan,95,SINGAPORE,68.53187958,17.13500997,34,1
7573,EPX,Travel Agency,Online,Cancellation Plan,5,THAILAND,10,0,28,0
4657,EPX,Travel Agency,Online,Cancellation Plan,17,UNITED STATES,59,0,40,0
4208,EPX,Travel Agency,Online,Cancellation Plan,5,CHINA,15,0,36,0
7819,EPX,Travel Agency,Online,Cancellation Plan,15,THAILAND,10,0,36,0
4647,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,3,SINGAPORE,19.8,11.88,46,0
2180,EPX,Travel Agency,Online,2 way Comprehensive Plan,29,"TAIWAN, PROVINCE OF CHINA",21,0,29,0
9822,EPX,Travel Agency,Online,2 way Comprehensive Plan,8,THAILAND,24,0,36,0
2847,EPX,Travel Agency,Online,Cancellation Plan,4,SINGAPORE,43,0,36,0
6708,EPX,Travel Agency,Online,Cancellation Plan,13,THAILAND,20,0,36,0
3222,C2B,Airlines,Online,Bronze Plan,4,SINGAPORE,17.55,4.39,31,0
7575,EPX,Travel Agency,Online,2 way Comprehensive Plan,7,PHILIPPINES,24,0,48,0
8129,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,50,NEW ZEALAND,89.1,53.46,36,0
5185,JZI,Airlines,Online,Basic Plan,61,AUSTRALIA,26,9.1,27,0
4161,EPX,Travel Agency,Online,2 way Comprehensive Plan,12,THAILAND,20,0,36,0
9824,JZI,Airlines,Online,Basic Plan,19,INDONESIA,18,6.3,35,0
5059,C2B,Airlines,Online,Bronze Plan,12,SINGAPORE,47,11.75,25,0
5788,C2B,Airlines,Online,Bronze Plan,12,SINGAPORE,29.5,7.38,33,0
6120,C2B,Airlines,Online,Silver Plan,116,SINGAPORE,41.5,10.38,34,0
6809,EPX,Travel Agency,Online,2 way Comprehensive Plan,16,MALAYSIA,20,0,36,0
7736,EPX,Travel Agency,Online,2 way Comprehensive Plan,76,JAPAN,43,0,36,0
4016,C2B,Airlines,Online,Silver Plan,8,SINGAPORE,35.5,8.88,71,0
3573,EPX,Travel Agency,Online,Cancellation Plan,12,THAILAND,21,0,39,0
3621,EPX,Travel Agency,Online,Cancellation Plan,18,THAILAND,12,0,32,0
6764,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,11,AUSTRALIA,49.5,29.7,43,0
3749,JZI,Airlines,Online,Basic Plan,3,CHINA,22,7.7,73,0
5573,EPX,Travel Agency,Online,2 way Comprehensive Plan,45,"KOREA, REPUBLIC OF",112,0,36,0
2128,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,12,MALAYSIA,27.45856833,16.475141,26,1
5194,EPX,Travel Agency,Online,Cancellation Plan,2,MALAYSIA,19,0,35,0
5002,C2B,Airlines,Online,Gold Plan,23,SINGAPORE,98.36144297,24.58809842,38,1
7146,EPX,Travel Agency,Online,2 way Comprehensive Plan,109,SINGAPORE,112,0,36,0
8524,JZI,Airlines,Online,Basic Plan,91,HONG KONG,26,9.1,44,0
6941,EPX,Travel Agency,Online,1 way Comprehensive Plan,52,SINGAPORE,20,0,36,0
3419,EPX,Travel Agency,Online,2 way Comprehensive Plan,61,THAILAND,22.67300003,0,35,1
9491,C2B,Airlines,Online,Annual Silver Plan,366,SINGAPORE,187.85,46.96,42,1
6495,EPX,Travel Agency,Online,Cancellation Plan,22,CHINA,14,0,36,0
6741,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,11,UNITED STATES,39.6,23.76,46,0
7300,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,94,SOUTH AFRICA,33.38828846,20.03297308,46,1
7075,EPX,Travel Agency,Online,2 way Comprehensive Plan,7,VIET NAM,21,0,36,0
8150,EPX,Travel Agency,Offline,1 way Comprehensive Plan,10,CHINA,21.32515118,0,118,1
4607,EPX,Travel Agency,Online,Cancellation Plan,7,SINGAPORE,10,0,38,0
8986,C2B,Airlines,Online,Bronze Plan,10,SINGAPORE,38.12381588,9.53357056,26,1
7018,EPX,Travel Agency,Online,Cancellation Plan,6,HONG KONG,30,0,36,0
7302,C2B,Airlines,Online,Annual Silver Plan,364,SINGAPORE,216,54,31,1
5478,EPX,Travel Agency,Online,2 way Comprehensive Plan,18,SINGAPORE,43,0,36,0
9745,EPX,Travel Agency,Online,2 way Comprehensive Plan,12,UNITED ARAB EMIRATES,78,0,36,0
5521,EPX,Travel Agency,Online,2 way Comprehensive Plan,5,VIET NAM,20,0,36,0
7979,C2B,Airlines,Online,Annual Silver Plan,365,SINGAPORE,193.2,48.3,65,0
4681,JZI,Airlines,Online,Basic Plan,23,MALAYSIA,22,7.7,53,0
7770,EPX,Travel Agency,Online,Cancellation Plan,89,KAZAKHSTAN,80,0,36,0
8824,C2B,Airlines,Online,Gold Plan,17,SINGAPORE,118.3,29.57,35,0
4233,EPX,Travel Agency,Online,Cancellation Plan,16,INDONESIA,15,0,36,0
4310,JZI,Airlines,Online,Basic Plan,32,PHILIPPINES,18,6.3,32,0
6677,EPX,Travel Agency,Online,2 way Comprehensive Plan,9,VIET NAM,21.8838387,0,37,1
4989,EPX,Travel Agency,Online,2 way Comprehensive Plan,8,CHINA,71,0,34,0
8474,TTW,Travel Agency,Offline,Child Comprehensive Plan,366,HONG KONG,74,0,19,0
8295,EPX,Travel Agency,Online,2 way Comprehensive Plan,34,SINGAPORE,33,0,36,0
7969,EPX,Travel Agency,Online,2 way Comprehensive Plan,45,CHINA,34,0,37,1
5001,EPX,Travel Agency,Online,1 way Comprehensive Plan,20,AUSTRALIA,23,0,36,0
9074,C2B,Airlines,Online,Annual Silver Plan,364,SINGAPORE,259.2,64.8,31,0
5699,JZI,Airlines,Online,Value Plan,14,CHINA,45,15.75,50,0
4969,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,69,AUSTRALIA,0,89.1,60,0
2701,EPX,Travel Agency,Online,Cancellation Plan,45,UNITED STATES,27,0,24,0
4438,EPX,Travel Agency,Online,2 way Comprehensive Plan,13,MYANMAR,33,0,36,0
3275,EPX,Travel Agency,Online,Cancellation Plan,50,ITALY,77,0,36,0
2578,EPX,Travel Agency,Online,1 way Comprehensive Plan,1,SINGAPORE,20,0,36,0
2179,EPX,Travel Agency,Online,2 way Comprehensive Plan,10,MYANMAR,20,0,36,0
8722,EPX,Travel Agency,Online,2 way Comprehensive Plan,40,SRI LANKA,35,0,36,0
3645,JZI,Airlines,Online,Basic Plan,50,PHILIPPINES,18,6.3,52,0
2061,C2B,Airlines,Online,Annual Silver Plan,371,SINGAPORE,161,40.25,43,0
5790,JWT,Airlines,Online,Value Plan,4,INDIA,31,12.4,118,0
4840,EPX,Travel Agency,Online,2 way Comprehensive Plan,33,HONG KONG,70.43799219,0,36,1
6683,JZI,Airlines,Online,Value Plan,2,CHINA,36,12.6,48,0
5268,EPX,Travel Agency,Online,Cancellation Plan,66,UNITED STATES,80,0,43,0
2560,C2B,Airlines,Online,Silver Plan,36,SINGAPORE,43.55,10.89,37,0
5928,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,85,UNITED STATES,99,59.4,57,0
8286,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,133,NETHERLANDS,0,5.94,31,0
4977,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,20,MALAYSIA,39.6,23.76,31,0
6722,EPX,Travel Agency,Online,1 way Comprehensive Plan,74,UNITED STATES,84,0,22,0
9747,JZI,Airlines,Online,Basic Plan,12,PHILIPPINES,18,6.3,29,0
8235,EPX,Travel Agency,Online,2 way Comprehensive Plan,212,CHINA,112,0,36,0
6392,C2B,Airlines,Online,Silver Plan,5,SINGAPORE,22.5,5.63,61,0
2079,C2B,Airlines,Online,Bronze Plan,10,SINGAPORE,17,4.25,38,0
4357,JWT,Airlines,Online,Value Plan,16,INDIA,31,12.4,118,0
9814,EPX,Travel Agency,Online,2 way Comprehensive Plan,39,UNITED STATES,112,0,40,1
5631,JZI,Airlines,Online,Basic Plan,7,THAILAND,18,6.3,39,0
6199,EPX,Travel Agency,Online,2 way Comprehensive Plan,67,UNITED STATES,112,0,23,0
9585,EPX,Travel Agency,Online,Cancellation Plan,15,INDONESIA,10,0,36,0
3091,EPX,Travel Agency,Online,2 way Comprehensive Plan,33,CAMBODIA,29,0,36,0
9999,EPX,Travel Agency,Online,2 way Comprehensive Plan,38,HONG KONG,41,0,36,0
3609,EPX,Travel Agency,Online,1 way Comprehensive Plan,16,CHINA,39,0,36,0
3949,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,13,NORWAY,89.1,53.46,22,0
7886,C2B,Airlines,Online,Silver Plan,13,SINGAPORE,57,14.25,27,0
7894,EPX,Travel Agency,Online,1 way Comprehensive Plan,4,CHINA,21,0,36,0
3078,C2B,Airlines,Online,Annual Gold Plan,365,SINGAPORE,389.35,97.34,39,1
5624,EPX,Travel Agency,Online,Cancellation Plan,2,THAILAND,10,0,38,0
3974,EPX,Travel Agency,Online,Cancellation Plan,54,UNITED STATES,55,0,27,0
5467,JZI,Airlines,Online,Basic Plan,52,JAPAN,40,14,27,0
8534,C2B,Airlines,Online,Bronze Plan,6,SINGAPORE,13.5,3.38,41,0
7511,C2B,Airlines,Online,Bronze Plan,10,SINGAPORE,53.25,13.31,34,0
9666,C2B,Airlines,Online,Silver Plan,90,SINGAPORE,66.92137962,16.73034491,28,1
6219,EPX,Travel Agency,Online,Cancellation Plan,45,THAILAND,18.47760952,0,34,1
5691,EPX,Travel Agency,Online,1 way Comprehensive Plan,1,INDONESIA,20,0,36,0
6734,C2B,Airlines,Online,Bronze Plan,10,SINGAPORE,33.31166793,8.33275738,25,1
8831,EPX,Travel Agency,Online,2 way Comprehensive Plan,13,"KOREA, REPUBLIC OF",40.63764581,0,36,1
3739,EPX,Travel Agency,Online,Cancellation Plan,8,PHILIPPINES,23,0,36,0
8229,EPX,Travel Agency,Online,Cancellation Plan,9,VIET NAM,13,0,35,0
8210,C2B,Airlines,Online,Silver Plan,17,SINGAPORE,18.5,4.63,28,0
8894,LWC,Travel Agency,Online,Annual Travel Protect Silver,370,CHINA,205.9450625,133.8642906,38,1
3617,EPX,Travel Agency,Online,Cancellation Plan,29,SINGAPORE,10,0,35,0
3416,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,10,"KOREA, REPUBLIC OF",19.8,11.88,34,0
7507,JWT,Airlines,Online,Value Plan,29,INDIA,31,12.4,118,0
6201,C2B,Airlines,Online,Silver Plan,9,SINGAPORE,33.5,8.38,42,0
8584,EPX,Travel Agency,Online,2 way Comprehensive Plan,20,INDONESIA,20,0,36,0
2407,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,7,AUSTRALIA,49.5,29.7,27,0
5451,EPX,Travel Agency,Online,2 way Comprehensive Plan,111,JAPAN,52,0,36,0
8949,EPX,Travel Agency,Online,Cancellation Plan,55,THAILAND,34,0,54,0
4930,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,10,MALAYSIA,89.1,53.46,46,0
7259,C2B,Airlines,Online,Bronze Plan,87,SINGAPORE,191.5,47.88,69,0
3799,JZI,Airlines,Online,Value Plan,52,UNITED STATES,96,33.6,53,0
5237,C2B,Airlines,Online,Bronze Plan,11,SINGAPORE,20.20119689,5.050299221,27,1
3279,EPX,Travel Agency,Online,2 way Comprehensive Plan,45,INDONESIA,20,0,33,0
7110,EPX,Travel Agency,Online,Cancellation Plan,27,THAILAND,51,0,36,0
4395,JZI,Airlines,Online,Basic Plan,12,HONG KONG,26,9.1,57,0
4044,C2B,Airlines,Online,Bronze Plan,23,SINGAPORE,54.35175487,13.59293872,24,1
7519,JZI,Airlines,Online,Basic Plan,5,PHILIPPINES,22,7.7,49,0
7713,JWT,Airlines,Online,Value Plan,49,INDIA,31,12.4,118,0
7270,KML,Travel Agency,Online,Value Plan,23,INDONESIA,22,8.36,48,0
7009,EPX,Travel Agency,Online,2 way Comprehensive Plan,98,CHINA,33,0,36,0
3057,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,34,SOUTH AFRICA,49.5,29.7,42,0
4566,EPX,Travel Agency,Online,Cancellation Plan,40,PHILIPPINES,11,0,36,0
7478,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,3,MALAYSIA,19.8,11.88,31,0
7749,EPX,Travel Agency,Online,2 way Comprehensive Plan,50,GERMANY,112,0,36,0
5594,EPX,Travel Agency,Online,2 way Comprehensive Plan,19,CHINA,43.78605264,0,36,1
9398,EPX,Travel Agency,Online,Cancellation Plan,48,UNITED KINGDOM,26,0,36,0
4436,EPX,Travel Agency,Online,Cancellation Plan,2,BANGLADESH,10,0,36,0
5949,LWC,Travel Agency,Online,Single Trip Travel Protect Silver,3,CHINA,0,6.75,28,0
8841,C2B,Airlines,Online,Silver Plan,67,SINGAPORE,132.1874399,33.04711058,32,1
2888,EPX,Travel Agency,Online,Cancellation Plan,52,SINGAPORE,11,0,36,0
3388,LWC,Travel Agency,Online,Single Trip Travel Protect Silver,12,SRI LANKA,26,16.9,26,0
2817,C2B,Airlines,Online,Gold Plan,4,SINGAPORE,42.5,10.63,51,0
7545,C2B,Airlines,Online,Annual Silver Plan,365,SINGAPORE,252.85,63.21,45,0
8401,EPX,Travel Agency,Online,2 way Comprehensive Plan,29,CHINA,38,0,36,0
4044,JZI,Airlines,Online,Value Plan,46,AUSTRIA,87,30.45,47,0
8006,C2B,Airlines,Online,Bronze Plan,31,SINGAPORE,33.75702087,8.444255216,26,1
5537,EPX,Travel Agency,Online,2 way Comprehensive Plan,15,INDONESIA,31,0,36,0
9589,EPX,Travel Agency,Online,1 way Comprehensive Plan,8,JAPAN,48,0,36,0
7927,EPX,Travel Agency,Online,2 way Comprehensive Plan,35,SINGAPORE,192,0,36,0
7839,JZI,Airlines,Online,Basic Plan,11,CHINA,0,7.7,40,0
2882,EPX,Travel Agency,Online,Cancellation Plan,10,PHILIPPINES,58,0,36,0
4180,JZI,Airlines,Online,Basic Plan,100,"KOREA, REPUBLIC OF",40.50040424,14.17514148,22,1
6932,C2B,Airlines,Online,Bronze Plan,33,SINGAPORE,16,4,30,1
2305,EPX,Travel Agency,Online,Cancellation Plan,49,SPAIN,80,0,36,0
8786,EPX,Travel Agency,Online,Cancellation Plan,3,SINGAPORE,13,0,52,0
5963,EPX,Travel Agency,Online,Cancellation Plan,60,THAILAND,10,0,34,0
3311,EPX,Travel Agency,Online,Cancellation Plan,5,MALAYSIA,11,0,39,0
2959,EPX,Travel Agency,Online,2 way Comprehensive Plan,226,NEPAL,42.25372236,0,36,1
3330,EPX,Travel Agency,Online,Cancellation Plan,4,MEXICO,16,0,32,0
7424,C2B,Airlines,Online,Annual Silver Plan,408,SINGAPORE,216,54,40,0
9527,EPX,Travel Agency,Online,2 way Comprehensive Plan,78,HONG KONG,20,0,36,0
4601,EPX,Travel Agency,Online,Cancellation Plan,36,UNITED STATES,10,0,27,0
8819,EPX,Travel Agency,Online,Cancellation Plan,8,MYANMAR,80,0,36,0
2450,EPX,Travel Agency,Online,1 way Comprehensive Plan,59,INDONESIA,20,0,36,0
7307,EPX,Travel Agency,Online,Cancellation Plan,59,"KOREA, REPUBLIC OF",42,0,36,0
8048,C2B,Airlines,Online,Bronze Plan,11,SINGAPORE,20.57622941,5.144057353,28,1
2768,EPX,Travel Agency,Online,2 way Comprehensive Plan,35,GERMANY,87.59365821,0,34,1
8284,EPX,Travel Agency,Online,2 way Comprehensive Plan,52,PHILIPPINES,21.15333685,0,36,1
5901,EPX,Travel Agency,Online,Cancellation Plan,9,HONG KONG,15,0,36,0
3498,EPX,Travel Agency,Online,1 way Comprehensive Plan,96,RUSSIAN FEDERATION,23,0,36,0
7251,EPX,Travel Agency,Online,2 way Comprehensive Plan,4,SINGAPORE,20,0,36,0
2349,EPX,Travel Agency,Online,Cancellation Plan,60,SINGAPORE,11,0,25,0
3320,EPX,Travel Agency,Online,2 way Comprehensive Plan,71,JAPAN,61,0,36,0
6027,EPX,Travel Agency,Online,Cancellation Plan,25,PHILIPPINES,10,0,36,0
6161,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,9,AUSTRALIA,39.6,23.76,43,1
2543,EPX,Travel Agency,Online,Cancellation Plan,27,THAILAND,10,0,33,0
7965,EPX,Travel Agency,Online,1 way Comprehensive Plan,3,PHILIPPINES,20,0,36,0
2087,C2B,Airlines,Online,Silver Plan,58,SINGAPORE,74.42627505,18.60784575,54,1
7298,LWC,Travel Agency,Online,Single Trip Travel Protect Gold,9,"TAIWAN, PROVINCE OF CHINA",29,18.85,84,0
7581,EPX,Travel Agency,Online,Cancellation Plan,27,JAPAN,49,0,36,0
5957,EPX,Travel Agency,Online,Cancellation Plan,5,SINGAPORE,10,0,36,0
9449,EPX,Travel Agency,Online,2 way Comprehensive Plan,34,SRI LANKA,44,0,36,0
2535,EPX,Travel Agency,Online,Cancellation Plan,7,SINGAPORE,28,0,36,0
8970,EPX,Travel Agency,Online,Cancellation Plan,6,THAILAND,29,0,42,0
7982,EPX,Travel Agency,Online,Cancellation Plan,75,PHILIPPINES,13,0,36,0
5983,EPX,Travel Agency,Online,Cancellation Plan,32,CHINA,31,0,36,0
5259,EPX,Travel Agency,Online,Cancellation Plan,23,MALAYSIA,10,0,51,0
3183,TST,Travel Agency,Offline,Travel Cruise Protect,10,THAILAND,30,10.5,42,0
4286,C2B,Airlines,Online,Bronze Plan,10,SINGAPORE,29.5,7.38,45,0
2480,EPX,Travel Agency,Online,Cancellation Plan,13,"KOREA, REPUBLIC OF",80,0,36,0
7422,EPX,Travel Agency,Online,2 way Comprehensive Plan,15,THAILAND,21,0,36,1
3584,EPX,Travel Agency,Online,Cancellation Plan,35,"KOREA, REPUBLIC OF",62,0,36,0
3960,EPX,Travel Agency,Online,Cancellation Plan,18,CHINA,51,0,36,0
6050,JZI,Airlines,Online,Basic Plan,13,CHINA,26,9.1,49,0
4210,SSI,Airlines,Online,Ticket Protector,39,SINGAPORE,6.697068475,1.88184395,48,1
9224,EPX,Travel Agency,Online,Cancellation Plan,80,THAILAND,35,0,65,0
3478,JZI,Airlines,Online,Value Plan,1,CANADA,55,19.25,25,0
2488,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,27,PORTUGAL,247.5,148.5,54,0
7847,EPX,Travel Agency,Online,Cancellation Plan,7,INDONESIA,20,0,34,0
7521,TTW,Travel Agency,Offline,Individual Comprehensive Plan,365,SINGAPORE,137.8496396,25.69059368,39,1
6285,C2B,Airlines,Online,Annual Silver Plan,366,SINGAPORE,216,54,70,1
4392,TST,Travel Agency,Offline,Travel Cruise Protect,8,THAILAND,30,10.5,43,0
